row,col,bit
46,0,0
46,1,0
46,2,0
46,3,0
46,4,0
46,5,0
46,6,0
46,7,0
46,8,0
46,9,0
46,10,1
46,11,1
46,12,blank
46,13,blank
46,14,1
46,15,1
46,16,1
46,17,1
46,18,0
46,19,1
46,20,0
46,21,1
46,22,0
46,23,1
46,24,0
46,25,1
46,26,1
46,27,1
46,28,1
46,29,1
46,30,1
46,31,1
46,32,1
46,33,0
46,34,1
46,35,0
46,36,1
46,37,0
46,38,1
46,39,0
46,40,1
46,41,1
46,42,1
46,43,0
46,44,0
46,45,0
46,46,0
46,47,0
46,48,0
47,0,0
47,1,0
47,2,0
47,3,0
47,4,0
47,5,0
47,6,0
47,7,0
47,8,0
47,9,0
47,10,1
47,11,1
47,12,1
47,13,1
47,14,1
47,15,1
47,16,0
47,17,0
47,18,0
47,19,1
47,20,0
47,21,1
47,22,0
47,23,1
47,24,0
47,25,blank
47,26,blank
47,27,1
47,28,1
47,29,1
47,30,1
47,31,1
47,32,1
47,33,0
47,34,blank
47,35,0
47,36,1
47,37,0
47,38,0
47,39,0
47,40,1
47,41,1
47,42,1
47,43,0
47,44,0
47,45,0
47,46,0
47,47,0
47,48,0
48,0,0
48,1,0
48,2,0
48,3,0
48,4,0
48,5,0
48,6,0
48,7,0
48,8,0
48,9,0
48,10,0
48,11,1
48,12,1
48,13,1
48,14,1
48,15,1
48,16,1
48,17,1
48,18,0
48,19,1
48,20,0
48,21,1
48,22,0
48,23,1
48,24,0
48,25,1
48,26,1
48,27,1
48,28,1
48,29,1
48,30,1
48,31,1
48,32,1
48,33,0
48,34,1
48,35,0
48,36,1
48,37,0
48,38,1
48,39,0
48,40,1
48,41,1
48,42,1
48,43,0
48,44,0
48,45,0
48,46,0
48,47,0
48,48,0
49,0,0
49,1,0
49,2,0
49,3,0
49,4,0
49,5,0
49,6,0
49,7,0
49,8,0
49,9,0
49,10,0
49,11,blank
49,12,1
49,13,1
49,14,1
49,15,1
49,16,1
49,17,1
49,18,0
49,19,1
49,20,0
49,21,1
49,22,0
49,23,1
49,24,0
49,25,1
49,26,1
49,27,1
49,28,1
49,29,1
49,30,1
49,31,1
49,32,1
49,33,0
49,34,1
49,35,0
49,36,0
49,37,0
49,38,1
49,39,0
49,40,1
49,41,1
49,42,1
49,43,0
49,44,0
49,45,0
49,46,0
49,47,0
49,48,0
50,0,0
50,1,0
50,2,0
50,3,0
50,4,0
50,5,0
50,6,0
50,7,0
50,8,0
50,9,0
50,10,0
50,11,0
50,12,0
50,13,0
50,14,0
50,15,1
50,16,1
50,17,1
50,18,0
50,19,1
50,20,0
50,21,1
50,22,0
50,23,1
50,24,0
50,25,1
50,26,1
50,27,1
50,28,1
50,29,1
50,30,1
50,31,1
50,32,1
50,33,0
50,34,1
50,35,0
50,36,1
50,37,0
50,38,1
50,39,0
50,40,1
50,41,1
50,42,1
50,43,0
50,44,0
50,45,0
50,46,0
50,47,0
50,48,0
51,0,0
51,1,0
51,2,0
51,3,0
51,4,0
51,5,0
51,6,0
51,7,0
51,8,0
51,9,0
51,10,0
51,11,0
51,12,0
51,13,0
51,14,0
51,15,1
51,16,1
51,17,1
51,18,0
51,19,1
51,20,0
51,21,1
51,22,0
51,23,1
51,24,0
51,25,1
51,26,1
51,27,1
51,28,1
51,29,1
51,30,1
51,31,1
51,32,1
51,33,0
51,34,1
51,35,0
51,36,1
51,37,0
51,38,1
51,39,0
51,40,1
51,41,1
51,42,blank
51,43,0
51,44,0
51,45,0
51,46,0
51,47,0
51,48,0
52,0,0
52,1,0
52,2,0
52,3,0
52,4,0
52,5,0
52,6,0
52,7,0
52,8,0
52,9,0
52,10,0
52,11,0
52,12,0
52,13,0
52,14,0
52,15,1
52,16,1
52,17,1
52,18,0
52,19,1
52,20,0
52,21,1
52,22,0
52,23,1
52,24,0
52,25,1
52,26,1
52,27,1
52,28,1
52,29,1
52,30,1
52,31,1
52,32,1
52,33,0
52,34,1
52,35,0
52,36,1
52,37,0
52,38,1
52,39,0
52,40,1
52,41,1
52,42,0
52,43,0
52,44,0
52,45,0
52,46,0
52,47,0
52,48,0
